# gpstime BSN BCI f_mean f_median hrss_mean hrss_median Q_mean Q_median
1.136456913279999971e+09 7.749635999999999747e+00 4.572000000000000064e+00 8.558357625096278980e+02 8.557654306695269497e+02 8.373064573404093403e-23 7.725652362538070468e-23 4.723844246912936029e+01 4.587275808192939763e+01
1.137216561529999971e+09 4.350093000000000210e+00 5.110000000000000098e-01 1.005968328183580411e+03 1.012901637966444923e+03 7.506921727333391819e-23 7.354737293389606730e-23 4.580093229668067067e+01 4.188854007591130113e+01
1.126558948119999886e+09 5.379769999999999719e+00 2.867999999999999883e+00 8.752708075115596102e+02 8.695634658431530397e+02 7.607282015324298614e-23 7.955782311284315164e-23 7.175389213571936153e+00 6.608543371141870182e+00
1.126651517029999971e+09 1.298734999999999973e+00 3.479999999999999760e-01 6.767716720675081206e+02 7.422257217493729513e+02 4.823696761323112807e-23 4.464288451723855866e-23 2.348246950434512215e+01 6.777832867806379724e+00
1.127091662680000067e+09 7.042798000000000336e+00 3.432999999999999829e+00 4.321646825871627016e+02 4.312106440989970224e+02 5.282853792157604623e-23 4.899546998633686811e-23 4.311493219925019105e+01 4.322821749873590136e+01
1.127432945180000067e+09 5.223237000000000130e+00 2.741999999999999993e+00 9.063022996374846798e+02 9.133818551063319546e+02 1.055699729089952530e-22 1.018407873293199501e-22 8.969325316040187346e+00 8.152733742564929997e+00
1.127518146750000000e+09 8.785607999999999862e+00 4.774000000000000021e+00 9.015602332327175645e+02 8.959229143136194580e+02 9.694345344146832735e-23 9.153544781401959965e-23 6.894628807178152741e+00 6.715457825348705612e+00
1.127607268799999952e+09 6.116939999999999600e+00 2.072999999999999954e+00 7.930889327135336089e+02 8.039092598623440153e+02 6.959035571508822980e-23 6.492373460381759427e-23 6.198579762422367168e+01 6.160645500177979983e+01
1.128440585609999895e+09 1.644465000000000066e+00 4.929999999999999938e-01 3.988387046444613020e+02 3.991384459415579613e+02 4.301782164857868488e-23 4.051336289824723337e-23 6.962576253154273331e+01 7.547732956158725415e+01
1.128691090369999886e+09 7.235536999999999885e+00 3.944999999999999840e+00 7.102721870596096778e+02 7.110941701942060718e+02 6.399108476824637077e-23 6.477621472959959476e-23 4.256077036086962195e+00 3.849785072465945035e+00
1.128762500319999933e+09 4.881043000000000021e+00 4.249999999999999889e-01 3.080871151667672621e+02 3.048489136608559988e+02 6.015490356517056644e-23 5.915373324615880858e-23 4.858442935538294982e+00 3.069577882029355109e+00
1.129375048009999990e+09 2.309433299999999889e+01 3.726999999999999869e+00 5.666401902141927849e+02 5.667687141391360228e+02 8.783458201658903182e-23 8.766637121196025420e-23 1.492308395701021517e+01 1.439259907968409991e+01
1.130136650539999962e+09 1.759473000000000065e+00 7.900000000000000078e-02 7.048950740897585092e+02 8.109803238068769815e+02 4.758823184498311289e-23 4.428137216919102165e-23 4.381174787731091413e+01 3.362353773711190286e+01
1.130171726579999924e+09 3.664683000000000135e+00 1.846999999999999975e+00 1.448569665431315627e+02 1.251067930005309989e+02 4.599100242932232606e-23 4.319419708976370671e-23 4.072484389092261381e+01 3.872079807663445195e+01
1.130780533119999886e+09 6.739633000000000429e+00 3.657000000000000028e+00 2.509942292391141905e+02 2.501997943059209888e+02 4.462616737320922469e-23 4.227767275514656265e-23 2.115983928636207523e+01 2.030182274410429955e+01
1.130828526769999981e+09 9.152191000000000187e+00 4.118000000000000327e+00 5.939716376871876946e+02 5.938092751507390403e+02 6.298303293226316179e-23 5.821822770480475274e-23 8.108575574689827192e+01 8.104037938020819354e+01
1.131146785019999981e+09 9.088119000000000725e+00 6.543999999999999595e+00 7.972523228637484181e+02 7.924832969625290389e+02 6.721637873259696170e-23 6.560342158839000703e-23 5.477334709436448179e+00 4.450023771864485056e+00
1.132400168500000000e+09 3.481970000000000010e+00 2.535000000000000142e+00 5.591477646848059067e+02 5.555624684528049784e+02 5.011581163792588487e-23 4.598448112545193308e-23 8.475759113575345793e+01 8.686518139176889974e+01
1.132402167650000095e+09 1.018013499999999993e+01 5.876000000000000334e+00 1.495722722319127627e+02 1.513424367999609785e+02 4.426138126474616539e-23 4.138217068573093004e-23 4.483804505993652434e+00 4.387452581469375446e+00
1.132790883880000114e+09 8.941976000000000369e+00 5.666999999999999815e+00 8.227047566335471629e+02 8.212322963599000332e+02 7.989263991227112532e-23 8.492537475207957108e-23 6.623095318143882082e+00 6.359079922100180582e+00
1.132796627059999943e+09 9.556812000000000751e+00 6.544999999999999929e+00 4.941537070738700663e+02 4.956417664887284786e+02 7.100147748569731180e-23 6.831738654059351113e-23 3.329611830096036673e+00 3.289484844915719908e+00
1.133162649569999933e+09 5.024366999999999805e+00 1.266999999999999904e+00 1.897878071952244170e+02 1.895855669388460001e+02 4.375409483350467574e-23 4.229330478810747094e-23 4.394308983285090875e+01 4.209865956658465080e+01
1.133452799480000019e+09 1.094377399999999945e+01 5.631999999999999673e+00 3.627025700126154106e+02 3.610787475306540273e+02 5.473646662658458925e-23 5.181452014532147526e-23 5.025142446819318209e+00 4.778543178473150022e+00
1.133692626730000019e+09 7.152881999999999962e+00 3.120000000000000107e+00 1.216599317280306281e+02 1.217457662372620035e+02 4.549958268793797041e-23 4.262719531377431485e-23 1.110031455027266922e+01 1.036113872356090049e+01
1.133742284460000038e+09 5.563283000000000200e+00 5.130000000000000115e-01 8.664226301569854058e+02 9.033721213458554757e+02 1.224703323022461421e-22 1.317325034081820353e-22 7.967442791284401693e+00 5.212367449879470094e+00
1.133787438789999962e+09 1.012983099999999936e+01 5.834999999999999964e+00 6.595749120245276345e+02 6.581593707244060170e+02 7.965964403888229054e-23 7.589453166385969770e-23 4.465111207003542582e+00 4.336337764103475045e+00
1.134211938660000086e+09 1.732533899999999960e+01 7.466999999999999638e+00 1.611536054490257186e+02 1.611559546626959900e+02 5.053796925701147924e-23 4.888203571395671775e-23 1.263482848875225528e+01 1.243086559635280075e+01
1.134387241170000076e+09 8.642931000000000807e+00 2.700000000000000178e+00 2.618822593944755681e+02 2.617766938571049877e+02 4.800404006722812989e-23 4.291744559276229318e-23 6.496840350225086524e+01 6.462518719553276014e+01
1.134584501430000067e+09 1.149214100000000016e+01 3.701999999999999957e+00 2.059715369078380434e+02 2.059190920840080139e+02 4.492057515138715282e-23 4.398573702039430081e-23 1.033716795393250720e+01 1.005353052989140039e+01
1.134827135980000019e+09 1.000907499999999928e+01 1.118000000000000105e+00 8.231869411316852165e+02 8.219712762688570820e+02 7.511094449699146087e-23 7.486961180214148019e-23 5.189565021250200694e+00 4.922320336884855152e+00
1.136277119000000000e+09 9.507929999999999993e+00 4.503999999999999559e+00 9.616323558161744813e+02 9.619353843736770386e+02 8.103700196430000116e-23 7.612896003507883368e-23 5.911553581405218694e+01 5.802400109819780027e+01
1.136534491109999895e+09 1.042717500000000008e+01 5.032000000000000028e+00 4.869428369287102782e+02 4.874378711801874715e+02 6.027753993565782069e-23 5.729629466641354677e-23 6.053323928558454803e+00 5.875592959605840271e+00
1.137025816180000067e+09 1.013376799999999989e+01 6.181000000000000050e+00 4.467409264307069066e+02 4.458364164584295395e+02 5.761761155593725167e-23 5.523850206400404182e-23 1.838062118892851871e+01 1.785688773026654985e+01
1.126771505829999924e+09 3.413520999999999805e+00 1.018000000000000016e+00 1.899525777769278250e+02 1.337427882826289931e+02 4.794307004245102358e-23 4.549021629909065608e-23 3.876771374952716087e+01 3.448641501832480571e+01
1.128415710819999933e+09 9.721971999999999170e+00 4.410000000000000142e+00 1.499515783030207672e+02 1.499768723822020036e+02 4.418964324936170170e-23 4.039320056504202142e-23 4.146605703824683076e+01 4.063965673564239722e+01
1.128631173819999933e+09 9.170692000000000732e+00 4.748999999999999666e+00 4.708767906638810246e+02 4.721464637612449451e+02 6.669881563851600588e-23 6.386267164555281511e-23 4.856961802707869147e+00 4.755577886776729990e+00
1.128836016299999952e+09 2.098635999999999946e+00 1.737000000000000099e+00 8.276407705121166600e+02 8.519784987617480283e+02 5.877076668708733626e-23 6.022620966882149576e-23 1.483126867851864361e+01 5.612385939384250122e+00
1.129048645990000010e+09 5.318919000000000175e+00 1.907000000000000028e+00 1.362241721649402848e+02 1.294607893822694962e+02 4.998506662314545429e-23 4.747528483125753315e-23 1.526176459567990484e+01 1.398818399553720049e+01
1.129727266869999886e+09 8.741754999999999498e+00 2.918000000000000149e+00 2.599433745753747758e+02 2.596093124002339891e+02 5.432399160615243471e-23 5.167695655822827749e-23 9.734564600696606007e+00 9.005526998317799681e+00
1.130157647049999952e+09 9.771986999999999313e+00 6.357999999999999652e+00 2.680004273819230889e+02 2.677998088003259909e+02 4.646098599408838878e-23 4.218016384794043873e-23 7.094914639800020950e+01 7.137408319212140384e+01
1.131327143269999981e+09 1.110218599999999967e+01 5.991999999999999993e+00 2.646499140365680773e+02 2.645819299799275086e+02 5.181538802292517906e-23 4.674418597383202982e-23 2.219847563548935199e+01 2.163374413546215180e+01
1.132769248710000038e+09 1.614231999999999889e+00 1.749999999999999889e-01 5.234841885356831881e+02 4.794689787453210101e+02 4.230692951070275955e-23 3.923959842275297487e-23 5.584697494480774793e+01 5.476080938966570244e+01
1.133054220769999981e+09 5.077048999999999701e+00 3.141999999999999904e+00 2.477678219510238478e+02 2.445713672809820025e+02 4.645332167203484566e-23 4.324327875260030169e-23 7.792124278681063743e+01 7.730497198260660241e+01
1.133060253140000105e+09 1.803155999999999981e+00 1.173999999999999932e+00 3.139875055638509025e+02 2.497510464978334994e+02 4.309497327993476313e-23 3.936653255739897493e-23 4.488067048595634390e+01 4.144084209552605103e+01
1.133797132730000019e+09 5.379105000000000025e+00 3.472999999999999865e+00 1.181493909829153637e+02 1.124497574361899979e+02 4.409955917842172794e-23 4.164556705806178468e-23 3.792624836427953738e+01 3.598270490074079930e+01
1.133952293430000067e+09 2.355602000000000196e+00 1.151000000000000023e+00 4.982350952700331277e+02 4.812399753904979889e+02 4.838499750695102062e-23 4.346561723276485991e-23 3.551489009975748701e+01 2.603805701517979898e+01
1.134299287339999914e+09 8.869749000000000549e+00 5.714999999999999858e+00 5.664681421397101531e+02 5.663745607434125304e+02 6.154554748513945053e-23 5.600157311491694901e-23 6.196208230678276152e+01 6.025069730798040268e+01
1.134818840369999886e+09 7.185120999999999647e+00 2.712000000000000188e+00 7.323704719170675617e+02 7.373382630013214794e+02 6.066981518883901736e-23 6.144263434718542757e-23 8.534301476525266494e+00 6.388805673276769959e+00
1.135149822480000019e+09 8.611238000000000170e+00 4.028999999999999915e+00 8.302223847627848272e+02 8.296893267455625391e+02 8.215945754783913606e-23 8.047878453139718628e-23 6.978757542939963088e+00 6.584147229339659901e+00
1.135489188019999981e+09 8.085119000000000611e+00 2.830000000000000071e+00 1.367088390953327632e+02 1.366414886995050040e+02 4.627439894756991943e-23 4.307636551731012159e-23 3.437606905196280849e+01 3.118598142937524997e+01
1.135797094930000067e+09 5.415783000000000236e+00 1.747999999999999998e+00 3.376927248694328796e+02 3.368973453858989728e+02 4.412838853963990501e-23 4.067382082445363021e-23 6.550232131713049455e+01 6.453605818893579738e+01
1.136406052089999914e+09 5.238980999999999888e+00 2.313000000000000167e+00 4.952240412962294727e+02 4.959325524235770217e+02 6.847927307912443359e-23 6.703159874675804519e-23 5.167325747983489315e+00 4.338410723107450018e+00
1.136602517680000067e+09 1.004307999999999979e+01 3.591000000000000192e+00 2.695070142670911082e+02 2.692957688564760019e+02 4.490149934671859013e-23 4.097248105578524234e-23 4.006869528331795038e+01 3.923971703051640247e+01
1.136820003950000048e+09 1.454449999999999932e+01 6.423000000000000043e+00 4.866366983479676946e+02 4.864518398919349806e+02 6.709596299934220785e-23 6.525747886616904998e-23 2.404840766743987501e+01 2.318715528136560167e+01
1.137219678609999895e+09 1.023447499999999977e+01 6.121000000000000441e+00 8.172373475764679824e+02 8.159499548298665559e+02 9.247841312057972560e-23 8.098024112915941452e-23 2.501239714504042055e+01 2.440258659038475031e+01
1.137227087380000114e+09 7.789469000000000420e+00 1.879999999999999893e+00 9.115283494254343850e+02 9.107967167529604922e+02 1.372346941154739111e-22 1.361430190839780431e-22 8.882471111217997262e+00 8.265025720467180648e+00
1.126093212410000086e+09 8.818417999999999424e+00 4.594000000000000306e+00 6.214617759853397274e+02 6.211045487510544945e+02 7.364661711346753007e-23 6.999403592112804372e-23 5.796023649265044497e+01 5.663749166236080157e+01
1.126553318059999943e+09 8.742587000000000330e+00 3.629999999999999893e+00 4.018389019472712107e+02 4.012292469142499840e+02 5.418808431767704616e-23 5.258935446841934413e-23 6.856588658441444828e+00 5.504814283599570146e+00
1.126787838430000067e+09 7.830237999999999587e+00 4.222999999999999865e+00 7.641160424847262220e+02 7.638028026879260324e+02 8.019448105603672051e-23 7.379571412233811853e-23 6.420096447678189655e+00 6.154898285758054755e+00
1.127005911480000019e+09 7.039600000000000080e+00 4.371999999999999886e+00 1.186093194566024920e+02 1.107530695057720038e+02 4.529456876269629981e-23 4.351801655113307489e-23 4.043237399451144398e+01 3.864402369748729882e+01
1.127237566019999981e+09 8.985951000000000022e+00 4.778999999999999915e+00 8.218840763593891552e+02 8.217533819017990027e+02 7.404162469622938945e-23 7.281558856442559163e-23 3.342556221382224635e+01 3.249748465680795562e+01
1.127343876839999914e+09 4.714445000000000441e+00 2.279999999999999805e+00 1.928915479773575328e+02 1.876825212934749914e+02 4.083398848866857645e-23 3.928351236231476210e-23 6.232929204578278615e+01 6.051794689228100310e+01
1.127612123480000019e+09 1.397958099999999959e+01 6.586999999999999744e+00 9.092519712366980684e+02 9.096489480378960479e+02 8.824534465096654432e-23 8.470287628552300375e-23 3.676259518940221227e+01 3.686699430342849837e+01
1.127713959200000048e+09 4.738424000000000191e+00 2.895999999999999908e+00 8.393286270952958148e+02 8.369023135711754549e+02 7.194052730782625780e-23 7.031374740775958253e-23 8.352264809110216959e+00 5.618079042446289861e+00
1.127727649819999933e+09 1.088586600000000004e+01 5.772999999999999687e+00 6.346560824349686527e+02 6.340341497670690387e+02 8.055181026161382582e-23 7.738392000443605595e-23 1.639428363229052010e+01 1.620304621249839983e+01
1.128140322509999990e+09 5.940210000000000434e+00 1.991000000000000103e+00 4.660404122430875873e+02 4.688523687678085139e+02 7.215809569575246877e-23 7.104270669396339761e-23 7.676770586080273517e+00 6.053395860339279899e+00
1.128297332150000095e+09 6.851481999999999850e+00 2.091000000000000192e+00 7.818288924078350419e+02 7.777275379693904824e+02 1.205057101669140047e-22 1.190024174156132456e-22 7.637728917946358109e+00 4.717558169246554911e+00
1.130046909019999981e+09 1.607592500000000157e+01 7.165000000000000036e+00 2.495873639620022573e+02 2.496270175345769928e+02 5.043073207412260996e-23 4.654314335612197745e-23 5.322669352216446725e+01 5.146151550667150332e+01
1.130811542690000057e+09 8.012342999999999549e+00 3.020000000000000018e+00 8.465750734676270213e+02 8.424933608788170432e+02 7.255544353064798344e-23 6.959205565662490778e-23 4.921294514475602178e+00 4.820975836551570026e+00
1.130886854500000000e+09 6.757057999999999787e+00 3.504999999999999893e+00 4.527691202012998701e+02 4.518410796831989842e+02 4.554648933459830856e-23 4.530500302827561192e-23 1.199851288697172258e+01 1.169509282612609979e+01
1.131332341019999981e+09 8.697025999999999257e+00 5.028999999999999915e+00 9.305807974593508334e+02 9.304216083803330548e+02 8.479506701052871273e-23 8.256785461301175636e-23 8.970815575062293590e+01 9.183862778253660508e+01
1.131349504380000114e+09 7.434986999999999568e+00 1.834000000000000075e+00 1.262769703104359706e+02 1.264059224835359885e+02 4.721753706047117343e-23 4.469731432311097198e-23 8.342872246677377035e+00 7.303874154308575228e+00
1.131750500710000038e+09 6.597305000000000419e+00 3.125999999999999890e+00 7.716521755832211511e+02 7.717800340907349437e+02 6.652450382855965466e-23 6.283483687779346719e-23 8.028997061340319874e+01 8.303583637519649585e+01
1.132277995230000019e+09 8.529979000000000866e+00 3.842999999999999972e+00 4.447271979937129345e+02 4.448429798091410134e+02 5.141268098588272591e-23 5.024451385530626824e-23 4.992634650515270778e+01 4.656364208385075187e+01
1.132772680950000048e+09 1.303482799999999919e+01 4.131000000000000227e+00 5.774246858127597761e+02 5.774036000965520543e+02 6.786644570676344648e-23 6.568774031031058885e-23 5.813189968389015405e+01 5.739554095218800001e+01
1.132949899069999933e+09 1.027011700000000083e+01 6.163999999999999702e+00 7.102492174685849022e+02 7.017654484489080460e+02 9.617367585676026107e-23 7.713535668636442693e-23 4.579658040651146678e+00 4.430528602052275389e+00
1.134875630559999943e+09 6.771990999999999872e+00 4.413999999999999702e+00 7.129066359012235807e+02 7.137243816016530218e+02 5.782201023087302368e-23 5.786568010199784928e-23 2.128730413687225465e+01 2.030415203659924828e+01
1.135193081569999933e+09 1.304084300000000063e+01 5.907000000000000028e+00 2.540981447665083977e+02 2.540633309208340052e+02 4.726845622118011416e-23 4.512514066586172817e-23 2.188645921027653074e+01 2.105842372254249995e+01
1.135593069529999971e+09 5.766905999999999644e+00 4.806000000000000050e+00 9.027753961557705225e+02 9.037104318268150109e+02 8.324077981776911748e-23 7.678146656517203762e-23 7.988884826572187592e+01 8.074942619984480530e+01
1.126652494140000105e+09 8.707024999999999793e+00 5.016000000000000014e+00 2.092662682650826298e+02 2.092938625078589894e+02 4.992655627823602818e-23 4.704254597179155030e-23 7.312710251684683271e+01 7.238439780937299872e+01
1.127110316400000095e+09 1.304920899999999939e+01 5.411999999999999922e+00 6.874504296560550074e+02 6.874215215859780983e+02 9.697619830330427684e-23 9.152934276004962219e-23 1.707188251690358527e+01 1.660157035210695042e+01
1.127213669309999943e+09 1.301170300000000069e+01 4.748000000000000220e+00 2.823277239881539344e+02 2.831529849315879801e+02 4.924224676527768391e-23 4.384578632283262928e-23 1.679346862378447369e+01 1.671788232522530038e+01
1.127239928759999990e+09 9.428779000000000465e+00 2.992999999999999883e+00 4.901681417582425411e+02 4.892237944661969777e+02 6.133740414977848505e-23 5.871949454301207874e-23 3.324533686764483775e+01 3.086046186687014981e+01
1.127402090509999990e+09 1.107687899999999992e+01 4.985000000000000320e+00 3.287486690761467116e+02 3.277004277664469782e+02 9.749066875920573948e-23 9.681824735818911064e-23 6.875039856298088559e+00 6.470049414911559715e+00
1.127528596450000048e+09 1.080970699999999951e+01 5.344000000000000306e+00 9.179653478794800776e+02 9.189234101762019691e+02 7.589011754820033123e-23 7.329608894125450060e-23 1.655205102809737738e+01 1.560435275717500048e+01
1.127558822980000019e+09 7.392235000000000333e+00 4.657000000000000028e+00 2.482919090366107184e+02 2.475936649562895013e+02 4.365470177723871246e-23 4.086571139433259536e-23 6.069471015578594830e+01 5.980647357017865318e+01
1.128140998759999990e+09 6.002360000000000362e+00 3.674999999999999822e+00 3.834557644501636560e+02 3.827246025086690224e+02 5.035679313261175664e-23 4.580079490150491759e-23 6.590236079601170616e+01 6.480516805894930599e+01
1.128459338049999952e+09 5.252233999999999625e+00 1.870999999999999996e+00 8.189083905259094536e+02 8.210531172297089597e+02 6.621823212644575021e-23 6.523923030761863071e-23 2.274235037510833379e+01 2.120012120016880175e+01
1.128756088359999895e+09 2.002839999999999954e+00 8.259999999999999565e-01 2.675638647105371319e+02 1.861088307925130039e+02 4.479285376000888064e-23 4.115126477190889595e-23 4.690073740203723673e+01 3.566415008666960063e+01
1.129294161279999971e+09 1.220775899999999936e+01 6.128000000000000114e+00 6.324819232319997582e+02 6.325849777794680904e+02 6.811383013167784880e-23 6.712058041356711328e-23 4.193194530145925825e+01 4.144835405156165109e+01
1.129311415730000019e+09 2.633383699999999905e+01 3.492999999999999883e+00 3.438952774762910281e+02 3.438141744166214835e+02 9.666316954451574833e-23 8.920708292898945612e-23 1.534102840504342069e+01 1.507683420730819890e+01
1.129334503640000105e+09 2.802356100000000083e+01 1.041900000000000048e+01 1.272920669063638002e+02 1.291204118953409932e+02 7.282487079415840017e-23 6.735086076102240860e-23 3.830261628389444173e+00 3.817476993720600120e+00
1.130199484309999943e+09 1.181838199999999972e+01 5.472000000000000419e+00 3.560943689774900918e+02 3.561041239114489940e+02 5.567407769090175080e-23 5.285905459548489645e-23 3.198242931276950074e+01 3.167575388756399946e+01
1.130511486259999990e+09 3.751380000000000159e+00 1.032000000000000028e+00 9.666939034517240543e+02 9.768245511603620344e+02 6.199977667054430008e-23 6.083742452393237367e-23 2.804513717036726561e+01 2.473408128716160093e+01
1.130511704880000114e+09 1.748392600000000030e+01 6.916999999999999815e+00 9.806809318808362832e+02 9.805369771348989616e+02 8.950637003029178748e-23 8.223890374139943047e-23 8.377048221164733377e+01 8.554824929422829882e+01
1.130546970799999952e+09 5.405007000000000339e+00 1.245999999999999996e+00 2.801171149109520684e+02 2.751026448559509845e+02 4.666782631893254714e-23 4.102681524924419329e-23 6.286543927967849754e+01 6.209818397055660455e+01
1.132109996410000086e+09 1.722425199999999990e+01 7.126000000000000334e+00 5.686204938341682009e+02 5.686309034629255166e+02 6.605939241499276707e-23 6.335310888338721980e-23 7.710778395604107516e+01 7.669151021077369990e+01
1.133334414200000048e+09 6.897142999999999802e+00 2.607000000000000206e+00 1.295605293889164784e+02 1.282854418786969859e+02 4.755943368057695421e-23 4.385056028216737623e-23 4.649353003859484801e+01 4.507026863463410393e+01
1.133942569740000010e+09 5.317604000000000219e+00 2.160000000000000142e+00 5.112709465090594563e+02 5.101181433488500261e+02 6.426918981379388635e-23 5.959897835469265677e-23 5.981349048640590027e+00 4.239875020725570209e+00
1.134165420859999895e+09 2.038956599999999852e+01 5.899999999999999689e-02 2.357126488003494842e+02 2.357100190114309726e+02 6.161267216335496024e-23 6.151438277450047719e-23 7.041831754344350713e+00 6.972220154395359693e+00
1.134204196339999914e+09 1.390287700000000015e+01 7.086999999999999744e+00 5.949740978924739920e+02 5.949627092077689667e+02 7.290325203093536470e-23 6.238321281262867394e-23 9.531175041738536891e+01 9.742306904980844706e+01
1.134362143569999933e+09 1.338002799999999937e+01 4.714000000000000412e+00 8.059011082698984865e+02 8.072559885934474551e+02 7.272541219977830598e-23 7.112468319900039587e-23 1.662565790356702422e+01 1.643434773115225056e+01
1.134382336359999895e+09 6.237051000000000123e+00 1.713000000000000078e+00 2.319935771002410547e+02 2.297654973306795227e+02 4.358571783824738654e-23 4.089688904969910148e-23 4.720478242175625638e+01 3.550303326605990151e+01
1.134919247140000105e+09 7.289075999999999667e+00 2.392999999999999794e+00 8.586411774717062144e+02 8.586311654045225623e+02 8.781705789675791085e-23 8.478177424448556672e-23 3.776946254456363761e+01 3.597530287572985230e+01
1.135530275279999971e+09 6.540557999999999872e+00 3.748000000000000220e+00 4.835421659612687790e+02 4.823121557391565375e+02 5.135891297858969746e-23 4.851668214507733643e-23 5.586380871213613375e+01 5.442677526022480095e+01
1.136369223839999914e+09 7.084532000000000274e+00 3.181999999999999940e+00 2.115852231596944932e+02 2.107791767383660044e+02 8.691418366342090511e-23 8.077878723098387005e-23 4.120345770350547276e+00 3.956239925873890062e+00
1.136390975390000105e+09 1.191232300000000066e+01 3.274999999999999911e+00 7.384776180611446534e+02 7.378312605690134660e+02 6.875613047238485126e-23 6.513817749818160986e-23 1.397067409683102746e+01 1.335319843134704954e+01
1.136397969240000010e+09 2.474181999999999881e+00 1.699000000000000066e+00 2.183266018948474425e+02 1.496657813025690018e+02 5.088792524939881343e-23 4.497611131974781540e-23 1.245927160044045934e+01 4.363922224085609258e+00
1.127188812880000114e+09 1.306407300000000049e+01 6.676999999999999602e+00 7.861571917461335488e+02 7.861033798189159825e+02 8.283216291784027139e-23 8.115394845893758539e-23 6.187139916141398999e+01 6.019359476126660269e+01
1.127623168559999943e+09 4.266316999999999915e+00 7.700000000000000178e-01 3.118257618828542377e+02 3.105786122748230014e+02 4.957522037040979880e-23 4.648552410815260070e-23 5.900771233151306916e+01 5.554754317023909493e+01
1.127690466819999933e+09 1.037494200000000077e+01 3.342999999999999972e+00 1.340580662493664192e+02 1.367575840056289849e+02 1.433400924388625989e-22 1.517052892687428769e-22 5.060994893403781170e+00 3.898227953674139989e+00
1.127723787950000048e+09 1.079895199999999988e+01 6.794999999999999929e+00 7.493503886656437771e+02 7.494246953932249653e+02 7.090453293802758026e-23 6.617476120638942864e-23 1.479253524733174707e+01 1.453399350999820072e+01
1.127734030019999981e+09 4.826628999999999614e+00 1.407999999999999918e+00 2.332771278499169512e+02 1.921741392664459909e+02 4.520210483126746283e-23 4.169966182576549239e-23 5.149012922581909635e+01 5.150798847773259581e+01
1.128069386549999952e+09 1.420538099999999915e+01 6.168000000000000149e+00 2.192845226231677032e+02 2.193616202907709862e+02 4.860569368481340330e-23 4.651840329344380763e-23 1.912075227164634939e+01 1.841554428413429889e+01
1.128218305039999962e+09 1.299927399999999977e+01 6.687999999999999723e+00 3.804266489799233568e+02 3.804531693783794708e+02 4.918246137250633668e-23 4.656126703400592401e-23 7.951481282202344403e+01 7.922552166142889973e+01
1.128503267450000048e+09 6.793036999999999992e+00 2.841000000000000192e+00 5.438368220227156371e+02 5.446219936637239698e+02 4.964167488740204130e-23 4.838075053055334035e-23 8.186292863917203988e+01 8.322740039711540305e+01
1.128776351089999914e+09 5.814282999999999646e+00 4.751999999999999780e+00 4.780440187809194299e+02 4.781806551135729819e+02 4.885734110148528636e-23 4.649960701112291951e-23 8.154552859216722993e+01 8.309241972388369391e+01
1.129486525009999990e+09 7.314788000000000068e+00 5.006000000000000227e+00 5.753663179056107992e+02 5.755463151872575054e+02 7.643709961228255634e-23 7.453733629191503871e-23 3.165355269213240952e+00 3.053777939429345167e+00
1.129644481049999952e+09 1.639140000000000086e+01 5.450999999999999623e+00 7.154408295169014309e+02 7.169969524708440076e+02 9.132932092699328274e-23 8.887957384103042775e-23 4.902889170895815774e+00 4.565990504430030406e+00
1.129729548900000095e+09 8.536400999999999684e+00 5.400999999999999801e+00 7.189892625320716206e+02 7.179523767852174387e+02 8.166288876591922103e-23 8.212680045550751395e-23 5.983180253784263769e+00 5.558110126396744732e+00
1.130645682029999971e+09 1.227050099999999944e+01 1.540000000000000036e+00 7.368623641989821635e+02 7.370954850316610418e+02 9.427124943990845647e-23 9.031574640264214949e-23 2.530333621267516619e+01 2.318701372983189657e+01
1.130778002759999990e+09 1.015675599999999967e+01 2.564999999999999947e+00 8.311848512685902506e+02 8.261323878733035144e+02 8.035593217287770738e-23 7.679827632148494409e-23 5.554695535487533142e+00 5.351306761838564796e+00
1.131176957690000057e+09 1.343266400000000083e+01 7.256999999999999673e+00 7.125839728277990162e+02 7.122907231461299489e+02 7.374173292303604645e-23 7.337980156052898228e-23 2.013001097674679940e+01 2.004107043736179961e+01
1.131357878730000019e+09 1.179414200000000079e+01 3.790999999999999925e+00 2.908746881989463304e+02 2.910089218539304738e+02 6.076505262759338461e-23 6.031196463575667027e-23 1.803019927193351890e+01 1.725128737219515074e+01
1.132397925109999895e+09 8.118653000000000119e+00 5.259000000000000341e+00 1.150349689860630775e+02 1.150336872174634948e+02 4.318628110739946082e-23 4.037588154848246731e-23 4.203970223059155842e+01 3.954105265913020162e+01
1.132581987990000010e+09 5.490267000000000230e+00 1.149000000000000021e+00 5.036385159892230376e+02 5.048374191932979898e+02 8.024598630537368684e-23 7.953164827624710368e-23 1.727735578750673895e+01 1.574548234377349942e+01
1.132628620750000000e+09 8.886635999999999314e+00 5.113000000000000433e+00 7.412017454801458598e+02 7.414411244251440394e+02 6.908265661816214233e-23 6.833563428581240663e-23 8.207296069011171369e+01 8.204663643857949751e+01
1.132727415230000019e+09 9.459106999999999488e+00 5.312000000000000277e+00 8.700598638937215128e+02 8.695519967161800423e+02 1.018129745125993032e-22 9.894132079550711733e-23 1.834159644867696315e+01 1.633421001626570046e+01
1.133781063180000067e+09 1.327786299999999997e+01 6.203999999999999737e+00 3.688933742227755488e+02 3.689557693621799785e+02 5.552923997232724972e-23 4.807960169419075772e-23 7.763477040851590516e+01 7.746125713734309670e+01
